Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2,Nov,1158,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Pedal cycle
2,Nov,950,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
2,Nov,950,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
1,Nov,1305,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,MIDDLE-AGED,Car
2,Nov,1450,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,SENIOR CITIZEN,Car
2,Nov,1747,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,2211,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,YOUNG,Car
3,Nov,745,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Motorcycle over 500cc
2,Nov,1238,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Pedal cycle
2,Nov,1602,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Pedal cycle
2,Nov,220,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,MIDDLE-AGED,Taxi/Private hire car
3,Nov,838,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
3,Nov,838,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,MIDDLE-AGED,Car
3,Nov,838,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
3,Nov,838,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,YOUNG,Bus or coach (17 or more passenger seats)
3,Nov,838,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
3,Nov,849,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Nov,900,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Nov,923,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
2,Nov,923,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,SENIOR CITIZEN,Bus or coach (17 or more passenger seats)
1,Nov,1600,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,YOUNG,Bus or coach (17 or more passenger seats)
3,Nov,1623,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Pedal cycle
2,Nov,1633,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Motorcycle over 500cc
3,Nov,1656,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Goods vehicle 3.5 tonnes mgw and under
3,Nov,1656,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
3,Nov,1656,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
2,Nov,1730,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Goods vehicle 3.5 tonnes mgw and under
2,Nov,1739,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
3,Nov,600,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
3,Nov,600,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Taxi/Private hire car
2,Nov,701,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Pedal cycle
1,Nov,759,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Taxi/Private hire car
1,Nov,830,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,MIDDLE-AGED,Car
2,Nov,915,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
1,Nov,1300,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
2,Nov,1455,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
2,Nov,1505,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,SENIOR CITIZEN,Car
2,Nov,2222,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,2222,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
1,Nov,2355,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,MIDDLE-AGED,Taxi/Private hire car
2,Nov,1120,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Car
1,Nov,1345,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Serious,Male,MIDDLE-AGED,Motorcycle over 50cc and up to 125cc
5,Nov,1509,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
4,Nov,1510,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
4,Nov,1510,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
4,Nov,1510,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,YOUNG,Car
4,Nov,1510,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,MIDDLE-AGED,Car
2,Nov,1340,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,1340,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Car
1,Nov,1630,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,1650,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
1,Nov,1915,Dry,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,YOUNG,Taxi/Private hire car
2,Nov,415,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Female,MIDDLE-AGED,Taxi/Private hire car
2,Nov,1125,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,SENIOR CITIZEN,Car
2,Nov,1243,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Goods vehicle 3.5 tonnes mgw and under
2,Nov,1243,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Nov,1335,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,1335,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,MIDDLE-AGED,Car
2,Nov,1335,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Nov,1408,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Female,YOUNG,Car
2,Nov,655,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Motorcycle over 500cc
2,Nov,720,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Serious,Male,MIDDLE-AGED,Motorcycle over 50cc and up to 125cc
1,Nov,750,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,YOUNG,Motorcycle over 500cc
2,Nov,905,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,YOUNG,Pedal cycle
1,Nov,1115,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,SENIOR CITIZEN,Car
1,Nov,1119,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,YOUNG,Car
1,Nov,1610,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,YOUNG,Bus or coach (17 or more passenger seats)
2,Nov,1719,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Nov,1305,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Nov,1949,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Taxi/Private hire car
2,Nov,1949,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,MIDDLE-AGED,Taxi/Private hire car
2,Dec,715,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,YOUNG,Car
1,Dec,655,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,MIDDLE-AGED,Car
3,Dec,1130,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Serious,Male,MIDDLE-AGED,Car
3,Dec,1130,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,SENIOR CITIZEN,Car
2,Dec,1332,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,MIDDLE-AGED,Car
2,Dec,1400,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Goods vehicle 3.5 tonnes mgw and under
2,Dec,1400,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,1640,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,YOUNG,Bus or coach (17 or more passenger seats)
2,Dec,1640,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
2,Dec,1640,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,MIDDLE-AGED,Bus or coach (17 or more passenger seats)
4,Dec,2020,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1512,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,130,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Taxi/Private hire car
2,Dec,710,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Pedal cycle
1,Dec,1530,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,YOUNG,Car
1,Dec,2331,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,YOUNG,Car
2,Dec,750,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Motorcycle over 125cc and up to 500cc
1,Dec,1115,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Bus or coach (17 or more passenger seats)
2,Dec,735,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,1811,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1846,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,1846,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
4,Dec,1854,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
4,Dec,1854,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
4,Dec,1854,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,MIDDLE-AGED,Car
3,Dec,1900,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,730,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Car
2,Dec,730,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
2,Dec,730,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
1,Dec,940,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,SENIOR CITIZEN,Car
2,Dec,1430,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1430,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,YOUNG,Car
1,Dec,1550,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,YOUNG,Car
1,Dec,1851,Dry,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Slight,Male,SENIOR CITIZEN,Bus or coach (17 or more passenger seats)
2,Dec,2057,Dry,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Pedal cycle
2,Dec,2257,Dry,Darkness: street lights present and lit,Fine with high winds,Passenger,Serious,Male,MIDDLE-AGED,Motorcycle over 50cc and up to 125cc
2,Dec,2257,Dry,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Serious,Male,YOUNG,Motorcycle over 50cc and up to 125cc
2,Dec,1150,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1150,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,MIDDLE-AGED,Car
2,Dec,1150,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1200,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,1200,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,1545,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
1,Dec,1747,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
1,Dec,1747,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Passenger,Slight,Male,YOUNG,Car
2,Dec,1815,Dry,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Pedal cycle
1,Dec,1510,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,YOUNG,Taxi/Private hire car
1,Dec,1710,Dry,Darkness: no street lighting,Fine with high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1915,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
1,Dec,854,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,YOUNG,Car
2,Dec,1600,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,YOUNG,Car
2,Dec,1814,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Car
2,Dec,1820,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Pedal cycle
3,Dec,2140,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,SENIOR CITIZEN,Car
2,Dec,2225,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,YOUNG,Car
2,Dec,2225,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,YOUNG,Car
2,Dec,2225,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,YOUNG,Car
2,Dec,425,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
1,Dec,740,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Slight,Male,YOUNG,Car
1,Dec,1330,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,SENIOR CITIZEN,Bus or coach (17 or more passenger seats)
2,Dec,1407,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Pedal cycle
1,Dec,1530,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,MIDDLE-AGED,Car
2,Dec,1535,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
2,Dec,1650,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,YOUNG,Car
2,Dec,1650,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,MIDDLE-AGED,Car
4,Dec,1719,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,YOUNG,Car
1,Dec,1525,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Serious,Male,YOUNG,Car
2,Dec,730,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Minibus (8 � 16 passenger seats)
2,Dec,1636,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,MIDDLE-AGED,Car
2,Dec,658,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,YOUNG,Pedal cycle
2,Dec,714,Wet / Damp,Darkness: street lighting unknown,Raining with high winds,Driver/Rider,Serious,Female,MIDDLE-AGED,Pedal cycle
