Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2,28-Oct-15,1126,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,21,Motorcycle over 50cc and up to 125cc
2,01-Oct-15,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,31,Car
1,20-Oct-15,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,20,Taxi/Private hire car
2,28-Oct-15,1720,Motorway,Wet / Damp,Darkness: no street lighting,Raining without high winds,Driver/Rider,Slight,Male,21,Goods vehicle 3.5 tonnes mgw and under
2,28-Oct-15,1832,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,15,Pedal cycle
2,29-Oct-15,710,Unclassified,Dry,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,38,Car
1,29-Oct-15,930,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,60,Taxi/Private hire car
2,29-Oct-15,1430,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,64,Taxi/Private hire car
2,29-Oct-15,1430,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,75,Bus or coach (17 or more passenger seats)
2,29-Oct-15,745,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,28,Car
2,28-Oct-15,1245,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,20,Pedal cycle
2,29-Oct-15,1830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,19,Car
2,29-Oct-15,1830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car
2,29-Oct-15,1859,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Car
2,29-Oct-15,1940,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,16,Motorcycle over 50cc and up to 125cc
2,29-Oct-15,2245,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,28,Car
2,29-Oct-15,2245,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,19,Car
2,29-Oct-15,1630,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,20,Motorcycle over 50cc and up to 125cc
2,30-Oct-15,945,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,28,Pedal cycle
2,30-Oct-15,1417,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Car
1,30-Oct-15,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,34,Motorcycle over 50cc and up to 125cc
2,30-Oct-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Car
2,30-Oct-15,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,12,Car
1,30-Oct-15,1120,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,46,Bus or coach (17 or more passenger seats)
2,30-Oct-15,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,80,Bus or coach (17 or more passenger seats)
2,30-Oct-15,1400,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
1,30-Oct-15,1735,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,28,Motorcycle over 50cc and up to 125cc
1,30-Oct-15,2200,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver/Rider,Slight,Male,24,Car
2,31-Oct-15,1110,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2,31-Oct-15,1427,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,30,Car
1,31-Oct-15,1530,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,23,Car
1,31-Oct-15,1738,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,33,Taxi/Private hire car
2,31-Oct-15,1740,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,50,Car
5,31-Oct-15,1935,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,8,Car
2,31-Oct-15,1630,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,23,Pedal cycle
1,02-Nov-15,20,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,28,Taxi/Private hire car
1,01-Nov-15,256,B,Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Pedestrian,Fatal,Male,22,Taxi/Private hire car
2,01-Nov-15,1006,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,27,Car
2,31-Oct-15,1449,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Car
2,31-Oct-15,1449,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Car
1,01-Nov-15,1810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car
4,02-Nov-15,749,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,38,Car
4,02-Nov-15,749,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,47,Goods vehicle 7.5 tonnes mgw and over
4,02-Nov-15,749,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Car
3,02-Nov-15,1714,A(M),Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver/Rider,Slight,Male,53,Car
3,02-Nov-15,1714,A(M),Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver/Rider,Slight,Male,34,Car
3,02-Nov-15,1730,A(M),Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver/Rider,Slight,Female,19,Car
1,02-Nov-15,1630,Unclassified,Dry,Darkness: street lights present and lit,Fog or mist � if hazard,Pedestrian,Slight,Male,14,Car
1,02-Nov-15,1630,Unclassified,Dry,Darkness: street lights present and lit,Fog or mist � if hazard,Pedestrian,Slight,Male,15,Car
2,03-Nov-15,33,Motorway,Wet / Damp,Darkness: street lights present and lit,Fog or mist � if hazard,Driver/Rider,Slight,Male,38,Car
2,03-Nov-15,635,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Car
2,03-Nov-15,741,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,03-Nov-15,950,A,Wet / Damp,Daylight: street lights present,Fog or mist � if hazard,Driver/Rider,Slight,Male,36,Pedal cycle
2,03-Nov-15,1555,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,83,Car
1,03-Nov-15,1600,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,33,Car
2,03-Nov-15,530,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,55,Car
2,03-Nov-15,1830,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,30,Pedal cycle
2,04-Nov-15,820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Taxi/Private hire car
2,04-Nov-15,1542,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,57,Bus or coach (17 or more passenger seats)
2,04-Nov-15,1542,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,45,Car
2,04-Nov-15,1710,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,24,Car
2,04-Nov-15,1735,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,40,Pedal cycle
2,04-Nov-15,1905,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,16,Car
1,04-Nov-15,1710,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,62,Bus or coach (17 or more passenger seats)
2,05-Nov-15,700,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,31,Car
1,05-Nov-15,1112,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,71,Car
2,05-Nov-15,1514,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Fatal,Male,75,Car
2,05-Nov-15,1514,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Serious,Female,72,Car
4,05-Nov-15,1550,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,28,Car
4,05-Nov-15,1750,Motorway,Wet / Damp,Darkness: street lights present and lit,Other,Driver/Rider,Serious,Female,35,Car
4,05-Nov-15,1750,Motorway,Wet / Damp,Darkness: street lights present and lit,Other,Driver/Rider,Slight,Male,34,Goods vehicle 7.5 tonnes mgw and over
4,05-Nov-15,1750,Motorway,Wet / Damp,Darkness: street lights present and lit,Other,Driver/Rider,Slight,Male,55,Car
4,05-Nov-15,1750,Motorway,Wet / Damp,Darkness: street lights present and lit,Other,Driver/Rider,Slight,Male,53,Goods vehicle 7.5 tonnes mgw and over
1,06-Nov-15,138,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,25,Car
2,06-Nov-15,744,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Motorcycle over 50cc and up to 125cc
2,06-Nov-15,835,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,33,Taxi/Private hire car
2,06-Nov-15,835,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,17,Taxi/Private hire car
2,06-Nov-15,835,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,17,Taxi/Private hire car
2,06-Nov-15,835,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,56,Taxi/Private hire car
2,05-Nov-15,1750,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,47,Car
1,06-Nov-15,1150,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,56,Goods vehicle 3.5 tonnes mgw and under
2,06-Nov-15,1955,B,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,13,Pedal cycle
2,07-Nov-15,310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,20,Car
2,07-Nov-15,310,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Car
1,07-Nov-15,750,A(M),Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,31,Car
1,07-Nov-15,750,A(M),Flood (surface water over 3cm deep),Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,26,Car
2,07-Nov-15,1155,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car
2,07-Nov-15,1445,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Car
2,07-Nov-15,1527,Unclassified,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,18,Car
1,07-Nov-15,1600,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Female,24,Car
2,07-Nov-15,1806,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Serious,Male,29,Motorcycle over 50cc and up to 125cc
2,07-Nov-15,1820,B,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,22,Car
1,07-Nov-15,1840,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,34,Car
1,07-Nov-15,1840,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,15,Car
2,07-Nov-15,1940,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,50,Car
1,08-Nov-15,315,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,34,Car
1,08-Nov-15,315,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,29,Car
1,08-Nov-15,315,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,26,Car
2,08-Nov-15,1205,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Male,29,Car
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,30,Car
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,45,Car
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,80,Bus or coach (17 or more passenger seats)
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,75,Bus or coach (17 or more passenger seats)
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,74,Bus or coach (17 or more passenger seats)
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,90,Bus or coach (17 or more passenger seats)
2,08-Nov-15,1355,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,53,Bus or coach (17 or more passenger seats)
1,08-Nov-15,1626,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Female,19,Car
2,08-Nov-15,1834,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,29,Motorcycle over 125cc and up to 500cc
2,09-Nov-15,830,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,51,Goods vehicle 3.5 tonnes mgw and under
2,09-Nov-15,1426,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,54,Car
2,09-Nov-15,1900,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,30,Car
2,10-Nov-15,830,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Pedal cycle
1,10-Nov-15,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,Car
1,10-Nov-15,1725,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,75,Bus or coach (17 or more passenger seats)
1,11-Nov-15,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,35,Car
2,11-Nov-15,831,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,45,Car
1,11-Nov-15,830,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,8,Car
2,11-Nov-15,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2,11-Nov-15,1440,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,50,Car
2,11-Nov-15,1720,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,12,Pedal cycle
2,11-Nov-15,1715,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,34,Pedal cycle
2,11-Nov-15,1738,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Serious,Male,24,Motorcycle over 125cc and up to 500cc
2,11-Nov-15,1841,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,65,Car
2,11-Nov-15,1841,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Male,62,Car
2,29-Oct-15,645,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,47,Car
2,12-Nov-15,740,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2,12-Nov-15,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,20,Car
2,12-Nov-15,845,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,48,Car
2,12-Nov-15,1307,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,11,Goods vehicle 3.5 tonnes mgw and under
2,12-Nov-15,1323,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Car
2,12-Nov-15,1323,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,22,Car
2,12-Nov-15,1323,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
2,12-Nov-15,1323,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,22,Car
1,12-Nov-15,1500,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,42,Car
2,12-Nov-15,1544,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,58,Car
2,12-Nov-15,1544,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,60,Car
2,12-Nov-15,1544,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,53,Taxi/Private hire car
2,12-Nov-15,1645,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,28,Car
2,12-Nov-15,1829,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,22,Car
1,13-Nov-15,1408,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Slight,Female,19,Goods vehicle 3.5 tonnes mgw and under
1,13-Nov-15,1614,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Male,22,Car
3,13-Nov-15,1704,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,30,Car
1,13-Nov-15,1715,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,79,Car
2,13-Nov-15,1900,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,49,Pedal cycle
2,13-Nov-15,2120,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,27,Car
2,13-Nov-15,2120,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Female,34,Car
2,13-Nov-15,2120,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Male,39,Car
2,13-Nov-15,2120,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Slight,Male,9,Car
3,14-Nov-15,1415,Motorway,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,34,Car
1,14-Nov-15,1851,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,22,Car
2,14-Nov-15,1955,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,20,Car
1,14-Nov-15,1000,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Male,81,Car
1,14-Nov-15,2305,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,21,Taxi/Private hire car
1,14-Nov-15,2305,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,21,Taxi/Private hire car
1,15-Nov-15,455,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,20,Car
1,15-Nov-15,455,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Passenger,Serious,Male,21,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,30,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,34,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,9,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,4,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,53,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,53,Car
2,15-Nov-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,23,Car
1,15-Nov-15,1545,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Slight,Female,8,Bus or coach (17 or more passenger seats)
1,16-Nov-15,142,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,17,Car
1,16-Nov-15,1520,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Car
1,16-Nov-15,1520,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,33,Car
1,16-Nov-15,1636,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,39,Car
2,16-Nov-15,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,22,Car
2,16-Nov-15,1645,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,19,Goods vehicle 3.5 tonnes mgw and under
2,13-Nov-15,1750,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,34,Pedal cycle
3,17-Nov-15,1044,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,31,Goods vehicle 3.5 tonnes mgw and under
1,04-Nov-15,1745,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,31,Bus or coach (17 or more passenger seats)
1,17-Nov-15,1754,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,3,Car
1,17-Nov-15,1754,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,4,Car
2,17-Nov-15,1910,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,27,Car
2,17-Nov-15,1910,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,30,Car
1,17-Nov-15,2230,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,32,Car
1,18-Nov-15,640,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,18-Nov-15,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2,18-Nov-15,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,45,Bus or coach (17 or more passenger seats)
2,18-Nov-15,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,53,Bus or coach (17 or more passenger seats)
2,18-Nov-15,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats)
2,18-Nov-15,715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,43,Bus or coach (17 or more passenger seats)
2,18-Nov-15,834,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Serious,Male,47,Pedal cycle
2,18-Nov-15,1433,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,55,Car
2,18-Nov-15,1433,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
1,18-Nov-15,1459,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Female,83,Car
2,19-Nov-15,1615,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Male,17,Pedal cycle
1,18-Nov-15,1717,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,46,Car
2,18-Nov-15,1945,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,24,Car
2,18-Nov-15,1925,Motorway,Wet / Damp,Darkness: street lighting unknown,Raining with high winds,Driver/Rider,Slight,Female,38,Car
1,19-Nov-15,1920,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Female,30,Car
1,18-Nov-15,2040,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Slight,Male,14,Car
3,18-Nov-15,2124,Motorway,Frost / Ice,Darkness: street lights present and lit,Other,Driver/Rider,Slight,Female,33,Car
2,18-Nov-15,2125,Motorway,Frost / Ice,Darkness: street lights present and lit,Other,Passenger,Slight,Female,34,Car
2,19-Nov-15,715,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,27,Motorcycle over 50cc and up to 125cc
2,19-Nov-15,810,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Male,39,Car
2,19-Nov-15,810,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,15,Car
2,19-Nov-15,810,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,12,Car
2,19-Nov-15,1056,B,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,70,Car
2,19-Nov-15,1056,B,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,30,Car
1,19-Nov-15,1750,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,9,Car
2,19-Nov-15,1915,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,44,Car
2,19-Nov-15,1920,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,19,Car
2,20-Nov-15,638,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,35,M/cycle 50cc and under
1,25-Nov-15,1005,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,42,Car
3,20-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,51,Car
3,20-Nov-15,1510,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,46,Car
2,20-Nov-15,1705,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,38,Car
1,20-Nov-15,1724,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,21,Car
